Sector,Company Name,Industry,Symbol,Series,ISIN Code
nifty500,Tata Consumer Products Ltd.,Fast Moving Consumer Goods,TATACONSUM,EQ,INE192A01025
nifty500,Tata Elxsi Ltd.,Information Technology,TATAELXSI,EQ,INE670A01012
nifty500,Tata Investment Corporation Ltd.,Financial Services,TATAINVEST,EQ,INE672A01026
nifty500,Tata Power Co. Ltd.,Power,TATAPOWER,EQ,INE245A01021
nifty500,Tata Steel Ltd.,Metals & Mining,TATASTEEL,EQ,INE081A01020
nifty500,Tata Technologies Ltd.,Information Technology,TATATECH,EQ,INE142M01025
nifty500,TBO Tek Ltd.,Consumer Services,TBOTEK,EQ,INE673O01025
nifty500,Tata Consultancy Services Ltd.,Information Technology,TCS,EQ,INE467B01029
nifty500,Tech Mahindra Ltd.,Information Technology,TECHM,EQ,INE669C01036
nifty500,Techno Electric & Engineering Company Ltd.,Construction,TECHNOE,EQ,INE285K01026
nifty500,Tega Industries Ltd.,Capital Goods,TEGA,EQ,INE011K01018
nifty500,Tejas Networks Ltd.,Telecommunication,TEJASNET,EQ,INE010J01012
nifty500,Tenneco Clean Air India Ltd.,Automobile and Auto Components,TENNIND,EQ,INE19RI01016
nifty500,Leela Palaces Hotels & Resorts Ltd.,Consumer Services,THELEELA,EQ,INE0AQ201015
nifty500,Thermax Ltd.,Capital Goods,THERMAX,EQ,INE152A01029
nifty500,Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA,EQ,INE974X01010
nifty500,Timken India Ltd.,Capital Goods,TIMKEN,EQ,INE325A01013
nifty500,Titagarh Rail Systems Ltd.,Capital Goods,TITAGARH,EQ,INE615H01020
nifty500,Titan Company Ltd.,Consumer Durables,TITAN,EQ,INE280A01028
nifty500,Tata Motors Ltd.,Capital Goods,TMCV,EQ,INE1TAE01010
nifty500,Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,TMPV,EQ,INE155A01022
nifty500,Torrent Pharmaceuticals Ltd.,Healthcare,TORNTPHARM,EQ,INE685A01028
nifty500,Torrent Power Ltd.,Power,TORNTPOWER,EQ,INE813H01021
nifty500,Travel Food Services Ltd.,Consumer Services,TRAVELFOOD,EQ,INE103V01028
nifty500,Trent Ltd.,Consumer Services,TRENT,EQ,INE849A01020
nifty500,Trident Ltd.,Textiles,TRIDENT,EQ,INE064C01022
nifty500,Triveni Turbine Ltd.,Capital Goods,TRITURBINE,EQ,INE152M01016
nifty500,Tata Teleservices (Maharashtra) Ltd.,Telecommunication,TTML,EQ,INE517B01013
nifty500,TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR,EQ,INE494B01023
nifty500,United Breweries Ltd.,Fast Moving Consumer Goods,UBL,EQ,INE686F01025
nifty500,UCO Bank,Financial Services,UCOBANK,EQ,INE691A01018
nifty500,UltraTech Cement Ltd.,Construction Materials,ULTRACEMCO,EQ,INE481G01011
nifty500,Union Bank of India,Financial Services,UNIONBANK,EQ,INE692A01016
nifty500,United Spirits Ltd.,Fast Moving Consumer Goods,UNITDSPR,EQ,INE854D01024
nifty500,UNO Minda Ltd.,Automobile and Auto Components,UNOMINDA,EQ,INE405E01023
nifty500,UPL Ltd.,Chemicals,UPL,EQ,INE628A01036
nifty500,Urban Company Ltd.,Consumer Services,URBANCO,EQ,INE0CAZ01013
nifty500,Usha Martin Ltd.,Capital Goods,USHAMART,EQ,INE228A01035
nifty500,UTI Asset Management Company Ltd.,Financial Services,UTIAMC,EQ,INE094J01016
nifty500,Varun Beverages Ltd.,Fast Moving Consumer Goods,VBL,EQ,INE200M01039
nifty500,Vedanta Ltd.,Metals & Mining,VEDL,EQ,INE205A01025
nifty500,Vijaya Diagnostic Centre Ltd.,Healthcare,VIJAYA,EQ,INE043W01024
nifty500,Vishal Mega Mart Ltd.,Consumer Services,VMM,EQ,INE01EA01019
nifty500,Voltas Ltd.,Consumer Durables,VOLTAS,EQ,INE226A01021
nifty500,Vardhman Textiles Ltd.,Textiles,VTL,EQ,INE825A01020
nifty500,Waaree Energies Ltd.,Capital Goods,WAAREEENER,EQ,INE377N01017
nifty500,Welspun Corp Ltd.,Capital Goods,WELCORP,EQ,INE191B01025
nifty500,Welspun Living Ltd.,Textiles,WELSPUNLIV,EQ,INE192B01031
nifty500,Whirlpool of India Ltd.,Consumer Durables,WHIRLPOOL,EQ,INE716A01013
nifty500,Wipro Ltd.,Information Technology,WIPRO,EQ,INE075A01022
nifty500,Wockhardt Ltd.,Healthcare,WOCKPHARMA,EQ,INE049B01025
nifty500,Yes Bank Ltd.,Financial Services,YESBANK,EQ,INE528G01035
nifty500,Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,ZEEL,EQ,INE256A01028
nifty500,Zensar Technolgies Ltd.,Information Technology,ZENSARTECH,EQ,INE520A01027
nifty500,Zen Technologies Ltd.,Capital Goods,ZENTEC,EQ,INE251B01027
nifty500,ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,ZFCVINDIA,EQ,INE342J01019
nifty500,Zydus Lifesciences Ltd.,Healthcare,ZYDUSLIFE,EQ,INE010B01027
nifty500,Zydus Wellness Ltd.,Fast Moving Consumer Goods,ZYDUSWELL,EQ,INE768C01028
nifty500healthcare,Abbott India Ltd.,Healthcare,ABBOTINDIA,EQ,INE358A01014
nifty500healthcare,Ajanta Pharmaceuticals Ltd.,Healthcare,AJANTPHARM,EQ,INE031B01049
nifty500healthcare,Alivus Life Sciences Ltd.,Healthcare,ALIVUS,EQ,INE03Q201024
nifty500healthcare,Alkem Laboratories Ltd.,Healthcare,ALKEM,EQ,INE540L01014
nifty500healthcare,Alembic Pharmaceuticals Ltd.,Healthcare,APLLTD,EQ,INE901L01018
nifty500healthcare,Apollo Hospitals Enterprise Ltd.,Healthcare,APOLLOHOSP,EQ,INE437A01024
nifty500healthcare,Aster DM Healthcare Ltd.,Healthcare,ASTERDM,EQ,INE914M01019
nifty500healthcare,AstraZenca Pharma India Ltd.,Healthcare,ASTRAZEN,EQ,INE203A01020
nifty500healthcare,Aurobindo Pharma Ltd.,Healthcare,AUROPHARMA,EQ,INE406A01037
nifty500healthcare,Biocon Ltd.,Healthcare,BIOCON,EQ,INE376G01013
nifty500healthcare,Caplin Point Laboratories Ltd.,Healthcare,CAPLIPOINT,EQ,INE475E01026
nifty500healthcare,Cipla Ltd.,Healthcare,CIPLA,EQ,INE059A01026
nifty500healthcare,Cohance Lifesciences Ltd.,Healthcare,COHANCE,EQ,INE03QK01018
nifty500healthcare,Concord Biotech Ltd.,Healthcare,CONCORDBIO,EQ,INE338H01029
nifty500healthcare,Divi's Laboratories Ltd.,Healthcare,DIVISLAB,EQ,INE361B01024
nifty500healthcare,Dr. Reddy's Laboratories Ltd.,Healthcare,DRREDDY,EQ,INE089A01031
nifty500healthcare,Emcure Pharmaceuticals Ltd.,Healthcare,EMCURE,EQ,INE168P01015
nifty500healthcare,Eris Lifesciences Ltd.,Healthcare,ERIS,EQ,INE406M01024
nifty500healthcare,Fortis Healthcare Ltd.,Healthcare,FORTIS,EQ,INE061F01013
nifty500healthcare,Gland Pharma Ltd.,Healthcare,GLAND,EQ,INE068V01023
nifty500healthcare,Glaxosmithkline Pharmaceuticals Ltd.,Healthcare,GLAXO,EQ,INE159A01016
nifty500healthcare,Glenmark Pharmaceuticals Ltd.,Healthcare,GLENMARK,EQ,INE935A01035
nifty500healthcare,Granules India Ltd.,Healthcare,GRANULES,EQ,INE101D01020
nifty500healthcare,Indegene Ltd.,Healthcare,INDGN,EQ,INE065X01017
nifty500healthcare,Ipca Laboratories Ltd.,Healthcare,IPCALAB,EQ,INE571A01038
nifty500healthcare,J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,JBCHEPHARM,EQ,INE572A01036
nifty500healthcare,Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA,EQ,INE700A01033
nifty500healthcare,Krishna Institute of Medical Sciences Ltd.,Healthcare,KIMS,EQ,INE967H01025
nifty500healthcare,Dr. Lal Path Labs Ltd.,Healthcare,LALPATHLAB,EQ,INE600L01024
nifty500healthcare,Laurus Labs Ltd.,Healthcare,LAURUSLABS,EQ,INE947Q01028
nifty500healthcare,Lupin Ltd.,Healthcare,LUPIN,EQ,INE326A01037
nifty500healthcare,Mankind Pharma Ltd.,Healthcare,MANKIND,EQ,INE634S01028
nifty500healthcare,Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH,EQ,INE027H01010
nifty500healthcare,Global Health Ltd.,Healthcare,MEDANTA,EQ,INE474Q01031
nifty500healthcare,Metropolis Healthcare Ltd.,Healthcare,METROPOLIS,EQ,INE112L01020
nifty500healthcare,NATCO Pharma Ltd.,Healthcare,NATCOPHARM,EQ,INE987B01026
nifty500healthcare,Neuland Laboratories Ltd.,Healthcare,NEULANDLAB,EQ,INE794A01010
nifty500healthcare,Narayana Hrudayalaya Ltd.,Healthcare,NH,EQ,INE410P01011
nifty500healthcare,Pfizer Ltd.,Healthcare,PFIZER,EQ,INE182A01018
nifty500healthcare,Poly Medicure Ltd.,Healthcare,POLYMED,EQ,INE205C01021
nifty500healthcare,Piramal Pharma Ltd.,Healthcare,PPLPHARMA,EQ,INE0DK501011
nifty500healthcare,Rainbow Childrens Medicare Ltd.,Healthcare,RAINBOW,EQ,INE961O01016
nifty500healthcare,Sai Life Sciences Ltd.,Healthcare,SAILIFE,EQ,INE570L01029
nifty500healthcare,Sun Pharmaceutical Industries Ltd.,Healthcare,SUNPHARMA,EQ,INE044A01036
nifty500healthcare,Syngene International Ltd.,Healthcare,SYNGENE,EQ,INE398R01022
nifty500healthcare,Torrent Pharmaceuticals Ltd.,Healthcare,TORNTPHARM,EQ,INE685A01028
nifty500healthcare,Vijaya Diagnostic Centre Ltd.,Healthcare,VIJAYA,EQ,INE043W01024
nifty500healthcare,Zydus Lifesciences Ltd.,Healthcare,ZYDUSLIFE,EQ,INE010B01027
niftyauto,Ashok Leyland Ltd.,Capital Goods,ASHOKLEY,EQ,INE208A01029
niftyauto,Bajaj Auto Ltd.,Automobile and Auto Components,BAJAJ-AUTO,EQ,INE917I01010
niftyauto,Bharat Forge Ltd.,Automobile and Auto Components,BHARATFORG,EQ,INE465A01025
niftyauto,Bosch Ltd.,Automobile and Auto Components,BOSCHLTD,EQ,INE323A01026
niftyauto,Eicher Motors Ltd.,Automobile and Auto Components,EICHERMOT,EQ,INE066A01021
niftyauto,Exide Industries Ltd.,Automobile and Auto Components,EXIDEIND,EQ,INE302A01020
niftyauto,Hero MotoCorp Ltd.,Automobile and Auto Components,HEROMOTOCO,EQ,INE158A01026
niftyauto,Mahindra & Mahindra Ltd.,Automobile and Auto Components,M&M,EQ,INE101A01026
niftyauto,Maruti Suzuki India Ltd.,Automobile and Auto Components,MARUTI,EQ,INE585B01010
niftyauto,Samvardhana Motherson International Ltd.,Automobile and Auto Components,MOTHERSON,EQ,INE775A01035
niftyauto,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,SONACOMS,EQ,INE073K01018
niftyauto,Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA,EQ,INE974X01010
niftyauto,Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,TMPV,EQ,INE155A01022
niftyauto,TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR,EQ,INE494B01023
niftyauto,UNO Minda Ltd.,Automobile and Auto Components,UNOMINDA,EQ,INE405E01023
niftybank,AU Small Finance Bank Ltd.,Financial Services,AUBANK,EQ,INE949L01017
niftybank,Axis Bank Ltd.,Financial Services,AXISBANK,EQ,INE238A01034
niftybank,Bank of Baroda,Financial Services,BANKBARODA,EQ,INE028A01039
niftybank,Canara Bank,Financial Services,CANBK,EQ,INE476A01022
niftybank,Federal Bank Ltd.,Financial Services,FEDERALBNK,EQ,INE171A01029
niftybank,HDFC Bank Ltd.,Financial Services,HDFCBANK,EQ,INE040A01034
niftybank,ICICI Bank Ltd.,Financial Services,ICICIBANK,EQ,INE090A01021
niftybank,IDFC First Bank Ltd.,Financial Services,IDFCFIRSTB,EQ,INE092T01019
niftybank,IndusInd Bank Ltd.,Financial Services,INDUSINDBK,EQ,INE095A01012
niftybank,Kotak Mahindra Bank Ltd.,Financial Services,KOTAKBANK,EQ,INE237A01036
niftybank,Punjab National Bank,Financial Services,PNB,EQ,INE160A01022
niftybank,State Bank of India,Financial Services,SBIN,EQ,INE062A01020
niftybank,Union Bank of India,Financial Services,UNIONBANK,EQ,INE692A01016
niftybank,Yes Bank Ltd.,Financial Services,YESBANK,EQ,INE528G01035
niftycapitalgoods,ABB India Ltd.,Capital Goods,ABB,EQ,INE117A01022
niftycapitalgoods,AIA Engineering Ltd.,Capital Goods,AIAENG,EQ,INE212H01026
niftycapitalgoods,Apar Industries Ltd.,Capital Goods,APARINDS,EQ,INE372A01015
niftycapitalgoods,APL Apollo Tubes Ltd.,Capital Goods,APLAPOLLO,EQ,INE702C01027
niftycapitalgoods,Ashok Leyland Ltd.,Capital Goods,ASHOKLEY,EQ,INE208A01029
niftycapitalgoods,Astral Ltd.,Capital Goods,ASTRAL,EQ,INE006I01046
niftycapitalgoods,Astra Microwave Products Ltd.,Capital Goods,ASTRAMICRO,EQ,INE386C01029
niftycapitalgoods,Bharat Dynamics Ltd.,Capital Goods,BDL,EQ,INE171Z01026
niftycapitalgoods,Bharat Electronics Ltd.,Capital Goods,BEL,EQ,INE263A01024
niftycapitalgoods,BEML Ltd.,Capital Goods,BEML,EQ,INE258A01024
niftycapitalgoods,Bharat Heavy Electricals Ltd.,Capital Goods,BHEL,EQ,INE257A01026
niftycapitalgoods,Carborundum Universal Ltd.,Capital Goods,CARBORUNIV,EQ,INE120A01034
niftycapitalgoods,CG Power and Industrial Solutions Ltd.,Capital Goods,CGPOWER,EQ,INE067A01029
niftycapitalgoods,Cochin Shipyard Ltd.,Capital Goods,COCHINSHIP,EQ,INE704P01025
niftycapitalgoods,Cummins India Ltd.,Capital Goods,CUMMINSIND,EQ,INE298A01020
niftycapitalgoods,Data Patterns (India) Ltd.,Capital Goods,DATAPATTNS,EQ,INE0IX101010
niftycapitalgoods,Elgi Equipments Ltd.,Capital Goods,ELGIEQUIP,EQ,INE285A01027
niftycapitalgoods,Siemens Energy India Ltd.,Capital Goods,ENRIN,EQ,INE1NPP01017
niftycapitalgoods,Escorts Kubota Ltd.,Capital Goods,ESCORTS,EQ,INE042A01014
niftycapitalgoods,Finolex Cables Ltd.,Capital Goods,FINCABLES,EQ,INE235A01022
niftycapitalgoods,Finolex Industries Ltd.,Capital Goods,FINPIPE,EQ,INE183A01024
niftycapitalgoods,Garden Reach Shipbuilders & Engineers Ltd.,Capital Goods,GRSE,EQ,INE382Z01011
niftycapitalgoods,GE Vernova T&D India Ltd.,Capital Goods,GVT&D,EQ,INE200A01026
niftycapitalgoods,Hindustan Aeronautics Ltd.,Capital Goods,HAL,EQ,INE066F01020
niftycapitalgoods,HBL Engineering Ltd.,Capital Goods,HBLENGINE,EQ,INE292B01021
niftycapitalgoods,Honeywell Automation India Ltd.,Capital Goods,HONAUT,EQ,INE671A01010
niftycapitalgoods,Inox Wind Ltd.,Capital Goods,INOXWIND,EQ,INE066P01011
niftycapitalgoods,Jyoti CNC Automation Ltd.,Capital Goods,JYOTICNC,EQ,INE980O01024
niftycapitalgoods,Kaynes Technology India Ltd.,Capital Goods,KAYNES,EQ,INE918Z01012
niftycapitalgoods,KEI Industries Ltd.,Capital Goods,KEI,EQ,INE878B01027
niftycapitalgoods,Kirloskar Oil Eng Ltd.,Capital Goods,KIRLOSENG,EQ,INE146L01010
niftycapitalgoods,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK,EQ,INE249Z01020
niftycapitalgoods,Polycab India Ltd.,Capital Goods,POLYCAB,EQ,INE455K01017
niftycapitalgoods,Hitachi Energy India Ltd.,Capital Goods,POWERINDIA,EQ,INE07Y701011
niftycapitalgoods,Praj Industries Ltd.,Capital Goods,PRAJIND,EQ,INE074A01025
niftycapitalgoods,Premier Energies Ltd.,Capital Goods,PREMIERENE,EQ,INE0BS701011
niftycapitalgoods,PTC Industries Ltd.,Capital Goods,PTCIL,EQ,INE596F01018
niftycapitalgoods,Siemens Ltd.,Capital Goods,SIEMENS,EQ,INE003A01024
niftycapitalgoods,Supreme Industries Ltd.,Capital Goods,SUPREMEIND,EQ,INE195A01028
niftycapitalgoods,Suzlon Energy Ltd.,Capital Goods,SUZLON,EQ,INE040H01021
niftycapitalgoods,TD Power Systems Ltd.,Capital Goods,TDPOWERSYS,EQ,INE419M01027
niftycapitalgoods,Thermax Ltd.,Capital Goods,THERMAX,EQ,INE152A01029
niftycapitalgoods,Timken India Ltd.,Capital Goods,TIMKEN,EQ,INE325A01013
niftycapitalgoods,Titagarh Rail Systems Ltd.,Capital Goods,TITAGARH,EQ,INE615H01020
niftycapitalgoods,Tata Motors Ltd.,Capital Goods,TMCV,EQ,INE1TAE01010
niftycapitalgoods,Triveni Turbine Ltd.,Capital Goods,TRITURBINE,EQ,INE152M01016
niftycapitalgoods,Usha Martin Ltd.,Capital Goods,USHAMART,EQ,INE228A01035
niftycapitalgoods,Voltamp Transformers Ltd,Capital Goods,VOLTAMP,EQ,INE540H01012
niftycapitalgoods,Waaree Energies Ltd.,Capital Goods,WAAREEENER,EQ,INE377N01017
niftycapitalgoods,Welspun Corp Ltd.,Capital Goods,WELCORP,EQ,INE191B01025
niftycapitalmarketsindex,360 ONE WAM Ltd.,Financial Services,360ONE,EQ,INE466L01038
niftycapitalmarketsindex,Aditya Birla Sun Life AMC Ltd.,Financial Services,ABSLAMC,EQ,INE404A01024
niftycapitalmarketsindex,Anand Rathi Wealth Ltd.,Financial Services,ANANDRATHI,EQ,INE463V01026
niftycapitalmarketsindex,Angel One Ltd.,Financial Services,ANGELONE,EQ,INE732I01021
niftycapitalmarketsindex,BSE Ltd.,Financial Services,BSE,EQ,INE118H01025
niftycapitalmarketsindex,Computer Age Management Services Ltd.,Financial Services,CAMS,EQ,INE596I01020
niftycapitalmarketsindex,Central Depository Services (India) Ltd.,Financial Services,CDSL,EQ,INE736A01011
niftycapitalmarketsindex,Billionbrains Garage Ventures Ltd.,Financial Services,GROWW,EQ,INE0HOQ01053
niftycapitalmarketsindex,HDFC Asset Management Company Ltd.,Financial Services,HDFCAMC,EQ,INE127D01025
niftycapitalmarketsindex,ICICI Prudential Asset Management Company Ltd.,Financial Services,ICICIAMC,EQ,INE346A01027
niftycapitalmarketsindex,Indian Energy Exchange Ltd.,Financial Services,IEX,EQ,INE022Q01020
niftycapitalmarketsindex,Kfin Technologies Ltd.,Financial Services,KFINTECH,EQ,INE138Y01010
niftycapitalmarketsindex,Multi Commodity Exchange of India Ltd.,Financial Services,MCX,EQ,INE745G01043
niftycapitalmarketsindex,Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS,EQ,INE338I01027
niftycapitalmarketsindex,Nippon Life India Asset Management Ltd.,Financial Services,NAM-INDIA,EQ,INE298J01013
niftycapitalmarketsindex,Nuvama Wealth Management Ltd.,Financial Services,NUVAMA,EQ,INE531F01023
niftycapitalmarketsindex,UTI Asset Management Company Ltd.,Financial Services,UTIAMC,EQ,INE094J01016
niftycement,ACC Ltd.,Construction Materials,ACC,EQ,INE012A01025
niftycement,Ambuja Cements Ltd.,Construction Materials,AMBUJACEM,EQ,INE079A01024
niftycement,Birla Corporation Ltd.,Construction Materials,BIRLACORPN,EQ,INE340A01012
niftycement,Dalmia Bharat Ltd.,Construction Materials,DALBHARAT,EQ,INE00R701025
niftycement,Grasim Industries Ltd.,Construction Materials,GRASIM,EQ,INE047A01021
niftycement,India Cements Ltd.,Construction Materials,INDIACEM,EQ,INE383A01012
niftycement,J.K. Cement Ltd.,Construction Materials,JKCEMENT,EQ,INE823G01014
niftycement,JK Lakshmi Cement Ltd.,Construction Materials,JKLAKSHMI,EQ,INE786A01032
niftycement,JSW Cement Ltd.,Construction Materials,JSWCEMENT,EQ,INE718I01012
niftycement,Nuvoco Vistas Corporation Ltd.,Construction Materials,NUVOCO,EQ,INE118D01016
niftycement,Orient Cement Ltd.,Construction Materials,ORIENTCEM,EQ,INE876N01018
niftycement,Prism Johnson Ltd.,Construction Materials,PRSMJOHNSN,EQ,INE010A01011
niftycement,The Ramco Cements Ltd.,Construction Materials,RAMCOCEM,EQ,INE331A01037
niftycement,Shree Cement Ltd.,Construction Materials,SHREECEM,EQ,INE070A01015
niftycement,Star Cement Ltd.,Construction Materials,STARCEMENT,EQ,INE460H01021
niftycement,UltraTech Cement Ltd.,Construction Materials,ULTRACEMCO,EQ,INE481G01011
niftychemicals,Aarti Industries Ltd.,Chemicals,AARTIIND,EQ,INE769A01020
niftychemicals,Atul Ltd.,Chemicals,ATUL,EQ,INE100A01010
niftychemicals,Bayer Cropscience Ltd.,Chemicals,BAYERCROP,EQ,INE462A01022
niftychemicals,Chambal Fertilizers & Chemicals Ltd.,Chemicals,CHAMBLFERT,EQ,INE085A01013
niftychemicals,Coromandel International Ltd.,Chemicals,COROMANDEL,EQ,INE169A01031
niftychemicals,Deepak Nitrite Ltd.,Chemicals,DEEPAKNTR,EQ,INE288B01029
niftychemicals,E.I.D. Parry (India) Ltd.,Chemicals,EIDPARRY,EQ,INE126A01031
niftychemicals,Gujarat Fluorochemicals Ltd.,Chemicals,FLUOROCHEM,EQ,INE09N301011
niftychemicals,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,GNFC,EQ,INE113A01013
niftychemicals,Himadri Speciality Chemical Ltd.,Chemicals,HSCL,EQ,INE019C01026
niftychemicals,Linde India Ltd.,Chemicals,LINDEINDIA,EQ,INE473A01011
niftychemicals,Navin Fluorine International Ltd.,Chemicals,NAVINFLUOR,EQ,INE048G01026
niftychemicals,PCBL Chemical Ltd.,Chemicals,PCBL,EQ,INE602A01031
niftychemicals,Pidilite Industries Ltd.,Chemicals,PIDILITIND,EQ,INE318A01026
niftychemicals,PI Industries Ltd.,Chemicals,PIIND,EQ,INE603J01030
niftychemicals,Solar Industries India Ltd.,Chemicals,SOLARINDS,EQ,INE343H01029
niftychemicals,SRF Ltd.,Chemicals,SRF,EQ,INE647A01010
niftychemicals,Sumitomo Chemical India Ltd.,Chemicals,SUMICHEM,EQ,INE258G01013
niftychemicals,Tata Chemicals Ltd.,Chemicals,TATACHEM,EQ,INE092A01019
niftychemicals,UPL Ltd.,Chemicals,UPL,EQ,INE628A01036
niftychemicalsindex,Aarti Industries Ltd.,Chemicals,AARTIIND,EQ,INE769A01020
niftychemicalsindex,Atul Ltd.,Chemicals,ATUL,EQ,INE100A01010
niftychemicalsindex,Bayer Cropscience Ltd.,Chemicals,BAYERCROP,EQ,INE462A01022
niftychemicalsindex,Chambal Fertilizers & Chemicals Ltd.,Chemicals,CHAMBLFERT,EQ,INE085A01013
niftychemicalsindex,Coromandel International Ltd.,Chemicals,COROMANDEL,EQ,INE169A01031
niftychemicalsindex,Deepak Nitrite Ltd.,Chemicals,DEEPAKNTR,EQ,INE288B01029
niftychemicalsindex,E.I.D. Parry (India) Ltd.,Chemicals,EIDPARRY,EQ,INE126A01031
niftychemicalsindex,Gujarat Fluorochemicals Ltd.,Chemicals,FLUOROCHEM,EQ,INE09N301011
niftychemicalsindex,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,GNFC,EQ,INE113A01013
niftychemicalsindex,Himadri Speciality Chemical Ltd.,Chemicals,HSCL,EQ,INE019C01026
niftychemicalsindex,Linde India Ltd.,Chemicals,LINDEINDIA,EQ,INE473A01011
niftychemicalsindex,Navin Fluorine International Ltd.,Chemicals,NAVINFLUOR,EQ,INE048G01026
niftychemicalsindex,PCBL Chemical Ltd.,Chemicals,PCBL,EQ,INE602A01031
niftychemicalsindex,Pidilite Industries Ltd.,Chemicals,PIDILITIND,EQ,INE318A01026
niftychemicalsindex,PI Industries Ltd.,Chemicals,PIIND,EQ,INE603J01030
niftychemicalsindex,Solar Industries India Ltd.,Chemicals,SOLARINDS,EQ,INE343H01029
niftychemicalsindex,SRF Ltd.,Chemicals,SRF,EQ,INE647A01010
niftychemicalsindex,Sumitomo Chemical India Ltd.,Chemicals,SUMICHEM,EQ,INE258G01013
niftychemicalsindex,Tata Chemicals Ltd.,Chemicals,TATACHEM,EQ,INE092A01019
niftychemicalsindex,UPL Ltd.,Chemicals,UPL,EQ,INE628A01036
niftycommercialtransportservices,Adani Ports and Special Economic Zone Ltd.,Services,ADANIPORTS,EQ,INE742F01042
niftycommercialtransportservices,Awfis Space Solutions Ltd.,Services,AWFIS,EQ,INE108V01019
niftycommercialtransportservices,Blackbuck Ltd.,Services,BLACKBUCK,EQ,INE0UIZ01018
niftycommercialtransportservices,Blue Dart Express Ltd.,Services,BLUEDART,EQ,INE233B01017
niftycommercialtransportservices,CMS Info Systems Ltd.,Services,CMSINFO,EQ,INE925R01014
niftycommercialtransportservices,Container Corporation of India Ltd.,Services,CONCOR,EQ,INE111A01025
niftycommercialtransportservices,Delhivery Ltd.,Services,DELHIVERY,EQ,INE148O01028
niftycommercialtransportservices,eClerx Services Ltd.,Services,ECLERX,EQ,INE738I01010
niftycommercialtransportservices,Firstsource Solutions Ltd.,Services,FSL,EQ,INE684F01012
niftycommercialtransportservices,Great Eastern Shipping Co. Ltd.,Services,GESHIP,EQ,INE017A01032
niftycommercialtransportservices,GMR Airports Ltd.,Services,GMRAIRPORT,EQ,INE776C01039
niftycommercialtransportservices,Gujarat Pipavav Port Ltd.,Services,GPPL,EQ,INE517F01014
niftycommercialtransportservices,Hemisphere Properties India Ltd.,Services,HEMIPROP,EQ,INE0AJG01018
niftycommercialtransportservices,International Gemological Institute Ltd.,Services,IGIL,EQ,INE0Q9301021
niftycommercialtransportservices,InterGlobe Aviation Ltd.,Services,INDIGO,EQ,INE646L01027
niftycommercialtransportservices,Inox Green Energy Services Ltd.,Services,INOXGREEN,EQ,INE510W01014
niftycommercialtransportservices,JSW Infrastructure Ltd.,Services,JSWINFRA,EQ,INE880J01026
niftycommercialtransportservices,MMTC Ltd.,Services,MMTC,EQ,INE123F01029
niftycommercialtransportservices,MSTC Ltd.,Services,MSTCLTD,EQ,INE255X01014
niftycommercialtransportservices,NESCO Ltd.,Services,NESCO,EQ,INE317F01035
niftycommercialtransportservices,Quess Corp Ltd.,Services,QUESS,EQ,INE615P01015
niftycommercialtransportservices,Redington Ltd.,Services,REDINGTON,EQ,INE891D01026
niftycommercialtransportservices,Shipping Corporation of India Ltd.,Services,SCI,EQ,INE109A01011
niftycommercialtransportservices,Smartworks Coworking Spaces Ltd.,Services,SMARTWORKS,EQ,INE0NAZ01010
niftycommercialtransportservices,TVS Supply Chain Solutions Ltd.,Services,TVSSCS,EQ,INE395N01027
niftycommercialtransportservices,WeWork India Management Ltd.,Services,WEWORK,EQ,INE085001019
niftycommodities,Adani Energy Solutions Ltd.,Power,ADANIENSOL,EQ,INE931S01010
niftycommodities,Adani Green Energy Ltd.,Power,ADANIGREEN,EQ,INE364U01010
niftycommodities,Adani Power Ltd.,Power,ADANIPOWER,EQ,INE814H01029
niftycommodities,Ambuja Cements Ltd.,Construction Materials,AMBUJACEM,EQ,INE079A01024
niftycommodities,APL Apollo Tubes Ltd.,Capital Goods,APLAPOLLO,EQ,INE702C01027
niftycommodities,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,BPCL,EQ,INE029A01011
niftycommodities,Coal India Ltd.,Oil Gas & Consumable Fuels,COALINDIA,EQ,INE522F01014
niftycommodities,Grasim Industries Ltd.,Construction Materials,GRASIM,EQ,INE047A01021
niftycommodities,Hindalco Industries Ltd.,Metals & Mining,HINDALCO,EQ,INE038A01020
niftycommodities,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,HINDPETRO,EQ,INE094A01015
