Sector,Company Name,Industry,Symbol,Series,ISIN Code,NSE Symbol,Last Fetch,Live NIFTY LTP,Daily,Weekly,1M,3M,6M,YTD,Nifty Index 3M % Change,Stock Relative Strength vs Nifty,RS History,10D RS Change,Highest RS,Lowest RS,Average RS,RS Momentum Score,Consistency,RS Data Days,Volume History,Today Volume,10D Average Volume,Volume Ratio,Volume Change %,Upstox Instrument Key,Data Date,LTP,Return Calculation Price,Previous Close,LTP Change %,LTP Volume,LTP Last Traded Qty,LTP Fetch Time,Status
niftymedia,Saregama India Ltd,Media Entertainment & Publication,SAREGAMA,EQ,INE979A01025,,2026-09-26T16:20:44+05:30,23140.5,-0.672083,-0.960192,-0.492413,-0.761676,49.531863,,-3.364827,2.603152,"[{'date': '2026-09-15', 'rs': 8.138673, 'volume': 194289}, {'date': '2026-09-16', 'rs': 10.915638, 'volume': 380888}, {'date': '2026-09-17', 'rs': 10.969559, 'volume': 420340}, {'date': '2026-09-18', 'rs': 10.074105, 'volume': 387575}, {'date': '2026-09-21', 'rs': 5.151313, 'volume': 195004}, {'date': '2026-09-22', 'rs': 8.404721, 'volume': 406636}, {'date': '2026-09-23', 'rs': 10.013512, 'volume': 438443}, {'date': '2026-09-24', 'rs': 7.819984, 'volume': 202297}, {'date': '2026-09-25', 'rs': 2.963946, 'volume': 197993}, {'date': '2026-09-26', 'rs': 3.505594, 'volume': 197993, 'source': 'LIVE LTP'}]",-4.633079,10.969559,2.963946,7.795704,-4.766789,5.0,10.0,"[{'date': '2026-09-15', 'rs': 8.138673, 'volume': 194289}, {'date': '2026-09-16', 'rs': 10.915638, 'volume': 380888}, {'date': '2026-09-17', 'rs': 10.969559, 'volume': 420340}, {'date': '2026-09-18', 'rs': 10.074105, 'volume': 387575}, {'date': '2026-09-21', 'rs': 5.151313, 'volume': 195004}, {'date': '2026-09-22', 'rs': 8.404721, 'volume': 406636}, {'date': '2026-09-23', 'rs': 10.013512, 'volume': 438443}, {'date': '2026-09-24', 'rs': 7.819984, 'volume': 202297}, {'date': '2026-09-25', 'rs': 2.963946, 'volume': 197993}, {'date': '2026-09-26', 'rs': 3.505594, 'volume': 197993, 'source': 'LIVE LTP'}]",197993.0,313718.333333,0.631117,-36.888292,NSE_EQ|INE979A01025,2026-09-25,495.1,LIVE LTP,498.45,-0.672083,197993.0,381.0,2026-09-26T16:20:44+05:30,OK
nifty500,Saregama India Ltd,Media Entertainment & Publication,SAREGAMA,EQ,INE979A01025,,2026-09-26T16:20:44+05:30,23140.5,-0.672083,-0.960192,-0.492413,-0.761676,49.531863,,-3.364827,2.603152,"[{'date': '2026-09-15', 'rs': 8.138673, 'volume': 194289}, {'date': '2026-09-16', 'rs': 10.915638, 'volume': 380888}, {'date': '2026-09-17', 'rs': 10.969559, 'volume': 420340}, {'date': '2026-09-18', 'rs': 10.074105, 'volume': 387575}, {'date': '2026-09-21', 'rs': 5.151313, 'volume': 195004}, {'date': '2026-09-22', 'rs': 8.404721, 'volume': 406636}, {'date': '2026-09-23', 'rs': 10.013512, 'volume': 438443}, {'date': '2026-09-24', 'rs': 7.819984, 'volume': 202297}, {'date': '2026-09-25', 'rs': 2.963946, 'volume': 197993}, {'date': '2026-09-26', 'rs': 3.505594, 'volume': 197993, 'source': 'LIVE LTP'}]",-4.633079,10.969559,2.963946,7.795704,-4.766789,5.0,10.0,"[{'date': '2026-09-15', 'rs': 8.138673, 'volume': 194289}, {'date': '2026-09-16', 'rs': 10.915638, 'volume': 380888}, {'date': '2026-09-17', 'rs': 10.969559, 'volume': 420340}, {'date': '2026-09-18', 'rs': 10.074105, 'volume': 387575}, {'date': '2026-09-21', 'rs': 5.151313, 'volume': 195004}, {'date': '2026-09-22', 'rs': 8.404721, 'volume': 406636}, {'date': '2026-09-23', 'rs': 10.013512, 'volume': 438443}, {'date': '2026-09-24', 'rs': 7.819984, 'volume': 202297}, {'date': '2026-09-25', 'rs': 2.963946, 'volume': 197993}, {'date': '2026-09-26', 'rs': 3.505594, 'volume': 197993, 'source': 'LIVE LTP'}]",197993.0,313718.333333,0.631117,-36.888292,NSE_EQ|INE979A01025,2026-09-25,495.1,LIVE LTP,498.45,-0.672083,197993.0,381.0,2026-09-26T16:20:44+05:30,OK
niftysmallcap250,Saregama India Ltd,Media Entertainment & Publication,SAREGAMA,EQ,INE979A01025,,2026-09-26T16:20:44+05:30,23140.5,-0.672083,-0.960192,-0.492413,-0.761676,49.531863,,-3.364827,2.603152,"[{'date': '2026-09-15', 'rs': 8.138673, 'volume': 194289}, {'date': '2026-09-16', 'rs': 10.915638, 'volume': 380888}, {'date': '2026-09-17', 'rs': 10.969559, 'volume': 420340}, {'date': '2026-09-18', 'rs': 10.074105, 'volume': 387575}, {'date': '2026-09-21', 'rs': 5.151313, 'volume': 195004}, {'date': '2026-09-22', 'rs': 8.404721, 'volume': 406636}, {'date': '2026-09-23', 'rs': 10.013512, 'volume': 438443}, {'date': '2026-09-24', 'rs': 7.819984, 'volume': 202297}, {'date': '2026-09-25', 'rs': 2.963946, 'volume': 197993}, {'date': '2026-09-26', 'rs': 3.505594, 'volume': 197993, 'source': 'LIVE LTP'}]",-4.633079,10.969559,2.963946,7.795704,-4.766789,5.0,10.0,"[{'date': '2026-09-15', 'rs': 8.138673, 'volume': 194289}, {'date': '2026-09-16', 'rs': 10.915638, 'volume': 380888}, {'date': '2026-09-17', 'rs': 10.969559, 'volume': 420340}, {'date': '2026-09-18', 'rs': 10.074105, 'volume': 387575}, {'date': '2026-09-21', 'rs': 5.151313, 'volume': 195004}, {'date': '2026-09-22', 'rs': 8.404721, 'volume': 406636}, {'date': '2026-09-23', 'rs': 10.013512, 'volume': 438443}, {'date': '2026-09-24', 'rs': 7.819984, 'volume': 202297}, {'date': '2026-09-25', 'rs': 2.963946, 'volume': 197993}, {'date': '2026-09-26', 'rs': 3.505594, 'volume': 197993, 'source': 'LIVE LTP'}]",197993.0,313718.333333,0.631117,-36.888292,NSE_EQ|INE979A01025,2026-09-25,495.1,LIVE LTP,498.45,-0.672083,197993.0,381.0,2026-09-26T16:20:44+05:30,OK
niftyfinancialservices2550,SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,EQ,INE123W01016,,2026-09-26T16:20:44+05:30,23140.5,-0.740741,0.635471,-1.481733,-0.763359,-4.928232,,-3.364827,2.601469,"[{'date': '2026-09-15', 'rs': -2.792204, 'volume': 1139205}, {'date': '2026-09-16', 'rs': -1.731425, 'volume': 835034}, {'date': '2026-09-17', 'rs': 1.46157, 'volume': 1760558}, {'date': '2026-09-18', 'rs': -1.067616, 'volume': 929365}, {'date': '2026-09-21', 'rs': 0.115295, 'volume': 707336}, {'date': '2026-09-22', 'rs': 0.404203, 'volume': 329671}, {'date': '2026-09-23', 'rs': 1.957455, 'volume': 513341}, {'date': '2026-09-24', 'rs': 4.706282, 'volume': 3449627}, {'date': '2026-09-25', 'rs': 2.601469, 'volume': 1018504}, {'date': '2026-09-26', 'rs': 1.69663, 'volume': 1018504, 'source': 'LIVE LTP'}]",4.488834,4.706282,-2.792204,0.735166,1.068293,6.0,10.0,"[{'date': '2026-09-15', 'rs': -2.792204, 'volume': 1139205}, {'date': '2026-09-16', 'rs': -1.731425, 'volume': 835034}, {'date': '2026-09-17', 'rs': 1.46157, 'volume': 1760558}, {'date': '2026-09-18', 'rs': -1.067616, 'volume': 929365}, {'date': '2026-09-21', 'rs': 0.115295, 'volume': 707336}, {'date': '2026-09-22', 'rs': 0.404203, 'volume': 329671}, {'date': '2026-09-23', 'rs': 1.957455, 'volume': 513341}, {'date': '2026-09-24', 'rs': 4.706282, 'volume': 3449627}, {'date': '2026-09-25', 'rs': 2.601469, 'volume': 1018504}, {'date': '2026-09-26', 'rs': 1.69663, 'volume': 1018504, 'source': 'LIVE LTP'}]",1018504.0,1186960.111111,0.858078,-14.19223,NSE_EQ|INE123W01016,2026-09-25,1742.0,LIVE LTP,1755.0,-0.740741,1018504.0,1.0,2026-09-26T16:20:44+05:30,OK
niftyservicessector,SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,EQ,INE123W01016,,2026-09-26T16:20:44+05:30,23140.5,-0.740741,0.635471,-1.481733,-0.763359,-4.928232,,-3.364827,2.601469,"[{'date': '2026-09-15', 'rs': -2.792204, 'volume': 1139205}, {'date': '2026-09-16', 'rs': -1.731425, 'volume': 835034}, {'date': '2026-09-17', 'rs': 1.46157, 'volume': 1760558}, {'date': '2026-09-18', 'rs': -1.067616, 'volume': 929365}, {'date': '2026-09-21', 'rs': 0.115295, 'volume': 707336}, {'date': '2026-09-22', 'rs': 0.404203, 'volume': 329671}, {'date': '2026-09-23', 'rs': 1.957455, 'volume': 513341}, {'date': '2026-09-24', 'rs': 4.706282, 'volume': 3449627}, {'date': '2026-09-25', 'rs': 2.601469, 'volume': 1018504}, {'date': '2026-09-26', 'rs': 1.69663, 'volume': 1018504, 'source': 'LIVE LTP'}]",4.488834,4.706282,-2.792204,0.735166,1.068293,6.0,10.0,"[{'date': '2026-09-15', 'rs': -2.792204, 'volume': 1139205}, {'date': '2026-09-16', 'rs': -1.731425, 'volume': 835034}, {'date': '2026-09-17', 'rs': 1.46157, 'volume': 1760558}, {'date': '2026-09-18', 'rs': -1.067616, 'volume': 929365}, {'date': '2026-09-21', 'rs': 0.115295, 'volume': 707336}, {'date': '2026-09-22', 'rs': 0.404203, 'volume': 329671}, {'date': '2026-09-23', 'rs': 1.957455, 'volume': 513341}, {'date': '2026-09-24', 'rs': 4.706282, 'volume': 3449627}, {'date': '2026-09-25', 'rs': 2.601469, 'volume': 1018504}, {'date': '2026-09-26', 'rs': 1.69663, 'volume': 1018504, 'source': 'LIVE LTP'}]",1018504.0,1186960.111111,0.858078,-14.19223,NSE_EQ|INE123W01016,2026-09-25,1742.0,LIVE LTP,1755.0,-0.740741,1018504.0,1.0,2026-09-26T16:20:44+05:30,OK
niftyfinancialservices,SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,EQ,INE123W01016,,2026-09-26T16:20:44+05:30,23140.5,-0.740741,0.635471,-1.481733,-0.763359,-4.928232,,-3.364827,2.601469,"[{'date': '2026-09-15', 'rs': -2.792204, 'volume': 1139205}, {'date': '2026-09-16', 'rs': -1.731425, 'volume': 835034}, {'date': '2026-09-17', 'rs': 1.46157, 'volume': 1760558}, {'date': '2026-09-18', 'rs': -1.067616, 'volume': 929365}, {'date': '2026-09-21', 'rs': 0.115295, 'volume': 707336}, {'date': '2026-09-22', 'rs': 0.404203, 'volume': 329671}, {'date': '2026-09-23', 'rs': 1.957455, 'volume': 513341}, {'date': '2026-09-24', 'rs': 4.706282, 'volume': 3449627}, {'date': '2026-09-25', 'rs': 2.601469, 'volume': 1018504}, {'date': '2026-09-26', 'rs': 1.69663, 'volume': 1018504, 'source': 'LIVE LTP'}]",4.488834,4.706282,-2.792204,0.735166,1.068293,6.0,10.0,"[{'date': '2026-09-15', 'rs': -2.792204, 'volume': 1139205}, {'date': '2026-09-16', 'rs': -1.731425, 'volume': 835034}, {'date': '2026-09-17', 'rs': 1.46157, 'volume': 1760558}, {'date': '2026-09-18', 'rs': -1.067616, 'volume': 929365}, {'date': '2026-09-21', 'rs': 0.115295, 'volume': 707336}, {'date': '2026-09-22', 'rs': 0.404203, 'volume': 329671}, {'date': '2026-09-23', 'rs': 1.957455, 'volume': 513341}, {'date': '2026-09-24', 'rs': 4.706282, 'volume': 3449627}, {'date': '2026-09-25', 'rs': 2.601469, 'volume': 1018504}, {'date': '2026-09-26', 'rs': 1.69663, 'volume': 1018504, 'source': 'LIVE LTP'}]",1018504.0,1186960.111111,0.858078,-14.19223,NSE_EQ|INE123W01016,2026-09-25,1742.0,LIVE LTP,1755.0,-0.740741,1018504.0,1.0,2026-09-26T16:20:44+05:30,OK
nifty200,SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,EQ,INE123W01016,,2026-09-26T16:20:44+05:30,23140.5,-0.740741,0.635471,-1.481733,-0.763359,-4.928232,,-3.364827,2.601469,"[{'date': '2026-09-15', 'rs': -2.792204, 'volume': 1139205}, {'date': '2026-09-16', 'rs': -1.731425, 'volume': 835034}, {'date': '2026-09-17', 'rs': 1.46157, 'volume': 1760558}, {'date': '2026-09-18', 'rs': -1.067616, 'volume': 929365}, {'date': '2026-09-21', 'rs': 0.115295, 'volume': 707336}, {'date': '2026-09-22', 'rs': 0.404203, 'volume': 329671}, {'date': '2026-09-23', 'rs': 1.957455, 'volume': 513341}, {'date': '2026-09-24', 'rs': 4.706282, 'volume': 3449627}, {'date': '2026-09-25', 'rs': 2.601469, 'volume': 1018504}, {'date': '2026-09-26', 'rs': 1.69663, 'volume': 1018504, 'source': 'LIVE LTP'}]",4.488834,4.706282,-2.792204,0.735166,1.068293,6.0,10.0,"[{'date': '2026-09-15', 'rs': -2.792204, 'volume': 1139205}, {'date': '2026-09-16', 'rs': -1.731425, 'volume': 835034}, {'date': '2026-09-17', 'rs': 1.46157, 'volume': 1760558}, {'date': '2026-09-18', 'rs': -1.067616, 'volume': 929365}, {'date': '2026-09-21', 'rs': 0.115295, 'volume': 707336}, {'date': '2026-09-22', 'rs': 0.404203, 'volume': 329671}, {'date': '2026-09-23', 'rs': 1.957455, 'volume': 513341}, {'date': '2026-09-24', 'rs': 4.706282, 'volume': 3449627}, {'date': '2026-09-25', 'rs': 2.601469, 'volume': 1018504}, {'date': '2026-09-26', 'rs': 1.69663, 'volume': 1018504, 'source': 'LIVE LTP'}]",1018504.0,1186960.111111,0.858078,-14.19223,NSE_EQ|INE123W01016,2026-09-25,1742.0,LIVE LTP,1755.0,-0.740741,1018504.0,1.0,2026-09-26T16:20:44+05:30,OK
niftyinsurance,SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,EQ,INE123W01016,,2026-09-26T16:20:44+05:30,23140.5,-0.740741,0.635471,-1.481733,-0.763359,-4.928232,,-3.364827,2.601469,"[{'date': '2026-09-15', 'rs': -2.792204, 'volume': 1139205}, {'date': '2026-09-16', 'rs': -1.731425, 'volume': 835034}, {'date': '2026-09-17', 'rs': 1.46157, 'volume': 1760558}, {'date': '2026-09-18', 'rs': -1.067616, 'volume': 929365}, {'date': '2026-09-21', 'rs': 0.115295, 'volume': 707336}, {'date': '2026-09-22', 'rs': 0.404203, 'volume': 329671}, {'date': '2026-09-23', 'rs': 1.957455, 'volume': 513341}, {'date': '2026-09-24', 'rs': 4.706282, 'volume': 3449627}, {'date': '2026-09-25', 'rs': 2.601469, 'volume': 1018504}, {'date': '2026-09-26', 'rs': 1.69663, 'volume': 1018504, 'source': 'LIVE LTP'}]",4.488834,4.706282,-2.792204,0.735166,1.068293,6.0,10.0,"[{'date': '2026-09-15', 'rs': -2.792204, 'volume': 1139205}, {'date': '2026-09-16', 'rs': -1.731425, 'volume': 835034}, {'date': '2026-09-17', 'rs': 1.46157, 'volume': 1760558}, {'date': '2026-09-18', 'rs': -1.067616, 'volume': 929365}, {'date': '2026-09-21', 'rs': 0.115295, 'volume': 707336}, {'date': '2026-09-22', 'rs': 0.404203, 'volume': 329671}, {'date': '2026-09-23', 'rs': 1.957455, 'volume': 513341}, {'date': '2026-09-24', 'rs': 4.706282, 'volume': 3449627}, {'date': '2026-09-25', 'rs': 2.601469, 'volume': 1018504}, {'date': '2026-09-26', 'rs': 1.69663, 'volume': 1018504, 'source': 'LIVE LTP'}]",1018504.0,1186960.111111,0.858078,-14.19223,NSE_EQ|INE123W01016,2026-09-25,1742.0,LIVE LTP,1755.0,-0.740741,1018504.0,1.0,2026-09-26T16:20:44+05:30,OK
niftyfinancialservicesexbank,SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,EQ,INE123W01016,,2026-09-26T16:20:44+05:30,23140.5,-0.740741,0.635471,-1.481733,-0.763359,-4.928232,,-3.364827,2.601469,"[{'date': '2026-09-15', 'rs': -2.792204, 'volume': 1139205}, {'date': '2026-09-16', 'rs': -1.731425, 'volume': 835034}, {'date': '2026-09-17', 'rs': 1.46157, 'volume': 1760558}, {'date': '2026-09-18', 'rs': -1.067616, 'volume': 929365}, {'date': '2026-09-21', 'rs': 0.115295, 'volume': 707336}, {'date': '2026-09-22', 'rs': 0.404203, 'volume': 329671}, {'date': '2026-09-23', 'rs': 1.957455, 'volume': 513341}, {'date': '2026-09-24', 'rs': 4.706282, 'volume': 3449627}, {'date': '2026-09-25', 'rs': 2.601469, 'volume': 1018504}, {'date': '2026-09-26', 'rs': 1.69663, 'volume': 1018504, 'source': 'LIVE LTP'}]",4.488834,4.706282,-2.792204,0.735166,1.068293,6.0,10.0,"[{'date': '2026-09-15', 'rs': -2.792204, 'volume': 1139205}, {'date': '2026-09-16', 'rs': -1.731425, 'volume': 835034}, {'date': '2026-09-17', 'rs': 1.46157, 'volume': 1760558}, {'date': '2026-09-18', 'rs': -1.067616, 'volume': 929365}, {'date': '2026-09-21', 'rs': 0.115295, 'volume': 707336}, {'date': '2026-09-22', 'rs': 0.404203, 'volume': 329671}, {'date': '2026-09-23', 'rs': 1.957455, 'volume': 513341}, {'date': '2026-09-24', 'rs': 4.706282, 'volume': 3449627}, {'date': '2026-09-25', 'rs': 2.601469, 'volume': 1018504}, {'date': '2026-09-26', 'rs': 1.69663, 'volume': 1018504, 'source': 'LIVE LTP'}]",1018504.0,1186960.111111,0.858078,-14.19223,NSE_EQ|INE123W01016,2026-09-25,1742.0,LIVE LTP,1755.0,-0.740741,1018504.0,1.0,2026-09-26T16:20:44+05:30,OK
niftyindiafpi150,SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,EQ,INE123W01016,,2026-09-26T16:20:44+05:30,23140.5,-0.740741,0.635471,-1.481733,-0.763359,-4.928232,,-3.364827,2.601469,"[{'date': '2026-09-15', 'rs': -2.792204, 'volume': 1139205}, {'date': '2026-09-16', 'rs': -1.731425, 'volume': 835034}, {'date': '2026-09-17', 'rs': 1.46157, 'volume': 1760558}, {'date': '2026-09-18', 'rs': -1.067616, 'volume': 929365}, {'date': '2026-09-21', 'rs': 0.115295, 'volume': 707336}, {'date': '2026-09-22', 'rs': 0.404203, 'volume': 329671}, {'date': '2026-09-23', 'rs': 1.957455, 'volume': 513341}, {'date': '2026-09-24', 'rs': 4.706282, 'volume': 3449627}, {'date': '2026-09-25', 'rs': 2.601469, 'volume': 1018504}, {'date': '2026-09-26', 'rs': 1.69663, 'volume': 1018504, 'source': 'LIVE LTP'}]",4.488834,4.706282,-2.792204,0.735166,1.068293,6.0,10.0,"[{'date': '2026-09-15', 'rs': -2.792204, 'volume': 1139205}, {'date': '2026-09-16', 'rs': -1.731425, 'volume': 835034}, {'date': '2026-09-17', 'rs': 1.46157, 'volume': 1760558}, {'date': '2026-09-18', 'rs': -1.067616, 'volume': 929365}, {'date': '2026-09-21', 'rs': 0.115295, 'volume': 707336}, {'date': '2026-09-22', 'rs': 0.404203, 'volume': 329671}, {'date': '2026-09-23', 'rs': 1.957455, 'volume': 513341}, {'date': '2026-09-24', 'rs': 4.706282, 'volume': 3449627}, {'date': '2026-09-25', 'rs': 2.601469, 'volume': 1018504}, {'date': '2026-09-26', 'rs': 1.69663, 'volume': 1018504, 'source': 'LIVE LTP'}]",1018504.0,1186960.111111,0.858078,-14.19223,NSE_EQ|INE123W01016,2026-09-25,1742.0,LIVE LTP,1755.0,-0.740741,1018504.0,1.0,2026-09-26T16:20:44+05:30,OK
nifty100,SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,EQ,INE123W01016,,2026-09-26T16:20:44+05:30,23140.5,-0.740741,0.635471,-1.481733,-0.763359,-4.928232,,-3.364827,2.601469,"[{'date': '2026-09-15', 'rs': -2.792204, 'volume': 1139205}, {'date': '2026-09-16', 'rs': -1.731425, 'volume': 835034}, {'date': '2026-09-17', 'rs': 1.46157, 'volume': 1760558}, {'date': '2026-09-18', 'rs': -1.067616, 'volume': 929365}, {'date': '2026-09-21', 'rs': 0.115295, 'volume': 707336}, {'date': '2026-09-22', 'rs': 0.404203, 'volume': 329671}, {'date': '2026-09-23', 'rs': 1.957455, 'volume': 513341}, {'date': '2026-09-24', 'rs': 4.706282, 'volume': 3449627}, {'date': '2026-09-25', 'rs': 2.601469, 'volume': 1018504}, {'date': '2026-09-26', 'rs': 1.69663, 'volume': 1018504, 'source': 'LIVE LTP'}]",4.488834,4.706282,-2.792204,0.735166,1.068293,6.0,10.0,"[{'date': '2026-09-15', 'rs': -2.792204, 'volume': 1139205}, {'date': '2026-09-16', 'rs': -1.731425, 'volume': 835034}, {'date': '2026-09-17', 'rs': 1.46157, 'volume': 1760558}, {'date': '2026-09-18', 'rs': -1.067616, 'volume': 929365}, {'date': '2026-09-21', 'rs': 0.115295, 'volume': 707336}, {'date': '2026-09-22', 'rs': 0.404203, 'volume': 329671}, {'date': '2026-09-23', 'rs': 1.957455, 'volume': 513341}, {'date': '2026-09-24', 'rs': 4.706282, 'volume': 3449627}, {'date': '2026-09-25', 'rs': 2.601469, 'volume': 1018504}, {'date': '2026-09-26', 'rs': 1.69663, 'volume': 1018504, 'source': 'LIVE LTP'}]",1018504.0,1186960.111111,0.858078,-14.19223,NSE_EQ|INE123W01016,2026-09-25,1742.0,LIVE LTP,1755.0,-0.740741,1018504.0,1.0,2026-09-26T16:20:44+05:30,OK
nifty500,SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,EQ,INE123W01016,,2026-09-26T16:20:44+05:30,23140.5,-0.740741,0.635471,-1.481733,-0.763359,-4.928232,,-3.364827,2.601469,"[{'date': '2026-09-15', 'rs': -2.792204, 'volume': 1139205}, {'date': '2026-09-16', 'rs': -1.731425, 'volume': 835034}, {'date': '2026-09-17', 'rs': 1.46157, 'volume': 1760558}, {'date': '2026-09-18', 'rs': -1.067616, 'volume': 929365}, {'date': '2026-09-21', 'rs': 0.115295, 'volume': 707336}, {'date': '2026-09-22', 'rs': 0.404203, 'volume': 329671}, {'date': '2026-09-23', 'rs': 1.957455, 'volume': 513341}, {'date': '2026-09-24', 'rs': 4.706282, 'volume': 3449627}, {'date': '2026-09-25', 'rs': 2.601469, 'volume': 1018504}, {'date': '2026-09-26', 'rs': 1.69663, 'volume': 1018504, 'source': 'LIVE LTP'}]",4.488834,4.706282,-2.792204,0.735166,1.068293,6.0,10.0,"[{'date': '2026-09-15', 'rs': -2.792204, 'volume': 1139205}, {'date': '2026-09-16', 'rs': -1.731425, 'volume': 835034}, {'date': '2026-09-17', 'rs': 1.46157, 'volume': 1760558}, {'date': '2026-09-18', 'rs': -1.067616, 'volume': 929365}, {'date': '2026-09-21', 'rs': 0.115295, 'volume': 707336}, {'date': '2026-09-22', 'rs': 0.404203, 'volume': 329671}, {'date': '2026-09-23', 'rs': 1.957455, 'volume': 513341}, {'date': '2026-09-24', 'rs': 4.706282, 'volume': 3449627}, {'date': '2026-09-25', 'rs': 2.601469, 'volume': 1018504}, {'date': '2026-09-26', 'rs': 1.69663, 'volume': 1018504, 'source': 'LIVE LTP'}]",1018504.0,1186960.111111,0.858078,-14.19223,NSE_EQ|INE123W01016,2026-09-25,1742.0,LIVE LTP,1755.0,-0.740741,1018504.0,1.0,2026-09-26T16:20:44+05:30,OK
nifty500,Tata Steel Ltd.,Metals & Mining,TATASTEEL,EQ,INE081A01020,,2026-09-26T16:20:44+05:30,23140.5,-0.026593,1.309691,-0.021275,-0.844015,0.427419,,-3.364827,2.520812,"[{'date': '2026-09-15', 'rs': -2.672088, 'volume': 31857708}, {'date': '2026-09-16', 'rs': -4.440609, 'volume': 29476234}, {'date': '2026-09-17', 'rs': -2.884671, 'volume': 29397693}, {'date': '2026-09-18', 'rs': -3.968673, 'volume': 29014128}, {'date': '2026-09-21', 'rs': -4.968383, 'volume': 9933718}, {'date': '2026-09-22', 'rs': -2.359753, 'volume': 17525509}, {'date': '2026-09-23', 'rs': 2.740126, 'volume': 39798327}, {'date': '2026-09-24', 'rs': 3.761812, 'volume': 15701549}, {'date': '2026-09-25', 'rs': 2.520812, 'volume': 15890667}, {'date': '2026-09-26', 'rs': 2.991017, 'volume': 15890667, 'source': 'LIVE LTP'}]",5.663105,3.761812,-4.968383,-0.928041,4.354509,5.0,10.0,"[{'date': '2026-09-15', 'rs': -2.672088, 'volume': 31857708}, {'date': '2026-09-16', 'rs': -4.440609, 'volume': 29476234}, {'date': '2026-09-17', 'rs': -2.884671, 'volume': 29397693}, {'date': '2026-09-18', 'rs': -3.968673, 'volume': 29014128}, {'date': '2026-09-21', 'rs': -4.968383, 'volume': 9933718}, {'date': '2026-09-22', 'rs': -2.359753, 'volume': 17525509}, {'date': '2026-09-23', 'rs': 2.740126, 'volume': 39798327}, {'date': '2026-09-24', 'rs': 3.761812, 'volume': 15701549}, {'date': '2026-09-25', 'rs': 2.520812, 'volume': 15890667}, {'date': '2026-09-26', 'rs': 2.991017, 'volume': 15890667, 'source': 'LIVE LTP'}]",15890667.0,24288392.555556,0.654249,-34.575057,NSE_EQ|INE081A01020,2026-09-25,187.97,LIVE LTP,188.02,-0.026593,15890667.0,999.0,2026-09-26T16:20:44+05:30,OK
niftyindiamanufacturing,Tata Steel Ltd.,Metals & Mining,TATASTEEL,EQ,INE081A01020,,2026-09-26T16:20:44+05:30,23140.5,-0.026593,1.309691,-0.021275,-0.844015,0.427419,,-3.364827,2.520812,"[{'date': '2026-09-15', 'rs': -2.672088, 'volume': 31857708}, {'date': '2026-09-16', 'rs': -4.440609, 'volume': 29476234}, {'date': '2026-09-17', 'rs': -2.884671, 'volume': 29397693}, {'date': '2026-09-18', 'rs': -3.968673, 'volume': 29014128}, {'date': '2026-09-21', 'rs': -4.968383, 'volume': 9933718}, {'date': '2026-09-22', 'rs': -2.359753, 'volume': 17525509}, {'date': '2026-09-23', 'rs': 2.740126, 'volume': 39798327}, {'date': '2026-09-24', 'rs': 3.761812, 'volume': 15701549}, {'date': '2026-09-25', 'rs': 2.520812, 'volume': 15890667}, {'date': '2026-09-26', 'rs': 2.991017, 'volume': 15890667, 'source': 'LIVE LTP'}]",5.663105,3.761812,-4.968383,-0.928041,4.354509,5.0,10.0,"[{'date': '2026-09-15', 'rs': -2.672088, 'volume': 31857708}, {'date': '2026-09-16', 'rs': -4.440609, 'volume': 29476234}, {'date': '2026-09-17', 'rs': -2.884671, 'volume': 29397693}, {'date': '2026-09-18', 'rs': -3.968673, 'volume': 29014128}, {'date': '2026-09-21', 'rs': -4.968383, 'volume': 9933718}, {'date': '2026-09-22', 'rs': -2.359753, 'volume': 17525509}, {'date': '2026-09-23', 'rs': 2.740126, 'volume': 39798327}, {'date': '2026-09-24', 'rs': 3.761812, 'volume': 15701549}, {'date': '2026-09-25', 'rs': 2.520812, 'volume': 15890667}, {'date': '2026-09-26', 'rs': 2.991017, 'volume': 15890667, 'source': 'LIVE LTP'}]",15890667.0,24288392.555556,0.654249,-34.575057,NSE_EQ|INE081A01020,2026-09-25,187.97,LIVE LTP,188.02,-0.026593,15890667.0,999.0,2026-09-26T16:20:44+05:30,OK
